Timestamp,What country do you work in?,Where is the closest major city or hub?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of ,Company Detail - Approximate Company Size,Role / Title of current position,Highest achieved Formal Education,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity,Compensation - Sign on Bonus Value,Compensation - Stock Options,Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Compensation - Most recent annual yearly raise (%),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review
12/20/2023 22:26,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Sr Scientist I,PhD or Equivalent,None,Platform biology/R&D,9,141700,N/A (no overtime/salaried),21255,Not Applicable/None,0,4200 EOY vesting over 4 years at my level,401k match up to 3%,Premium covered for health care (BCBS),7,,
12/21/2023 20:52,United States,Bay Area,Pharmaceutical (including “big pharma”),Series A Startup,Start-up,1-50,Senior Research Associate,Bachelors or Equivalent,None,"Sr. Research Associate in Antibody engineering & characterization. Started up lab to produce antibodies, developed methods to characterize stability via analytical instruments, managed which constructs would be produced in a given week, and generated scripts to analyze data. ",5,110000,N/A (no overtime/salaried),Not Applicable/None,17600,3500,ISO,,,3,,11Hr days for no performance reviews. 
12/21/2023 21:39,United States,Research Triangle ,Pharmaceutical (including “big pharma”),Amgen ,Public,5000+,Senior Manager ,PhD or Equivalent,None,,2,150000,N/A (no overtime/salaried),27000,25000,40000,,,,Have not been long enough to have an annual yearly raise,,
12/22/2023 22:51,United States,Midwest ,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Senior Scientist ,PhD or Equivalent,None,,16,123000,N/A (no overtime/salaried),25000,Not Applicable/None,10000,,6% match ,,3,,
12/24/2023 18:14,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr. Scientist ,PhD or Equivalent,None,Preclinical research ,0,122000,N/A (no overtime/salaried),15%,Not Applicable/None,10000,7.50%,6% match,,Have not been long enough to have an annual yearly raise,,Great
3/29/2023 8:44,United States ,Denver,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist II,PhD or Equivalent,None,,6,103000,N/A (no overtime/salaried),10300,Not Applicable/None,,0.2% over 4 years,,,3%,,
3/29/2023 15:28,United States ,Bay Area ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior automation engineer ,Masters or Equivalent,None,,5,155000,N/A (no overtime/salaried),18600,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
3/29/2023 21:24,United States ,Boston,Pharmaceutical (including “big pharma”),Astellas pharma,Public,5000+,Sr research associate ,Masters or Equivalent,None,Three years cell culture experience post masters degree. All hands on work + keeping up to date with relevant papers and sharing ideas for future experiments. No experimental design,4,89000,N/A (no overtime/salaried),10% annual bonus,Not Applicable/None,,,"401k match up to 6%, additional 5% 401k regardless of employee contribution ","About $400 a month for medical, mental health, dental, and vision for self and domestic partner",2%,,I really like working here
4/9/2023 16:38,United States ,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Executive Director,PhD or Equivalent,RAPS,Executive Director - lead global development team for a late stage clinical program,18,322000,N/A (no overtime/salaried),113000,160000,75000,0,6%,,3.8,,
4/10/2023 23:35,United States ,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Data Scientist II,PhD or Equivalent,None,,1,139000,N/A (no overtime/salaried),20500,Not Applicable/None,10000,"~10k options / year, FMV ~$0.71","401k, 50% up to 6% of salary",,3,,
5/11/2023 16:14,United States ,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Pm,Bachelors or Equivalent,None,Pm for an early phase clinical program - cell therapy,5,130000,N/A (no overtime/salaried),16500,28000,3000,"RSUs, isos granted on a recurring basis as well as as hoc grants based on performance",401k with 4% match (must contribute 6% to receive full match),Multiple plan options. PPO ~50/ month out of paycheck for self coverage. 1000/yr HRA reimbursement. Fsa. Can do plan with hsa ,8.33%,,
6/1/2023 17:12,United States ,Bay Area,Pharmaceutical (including “big pharma”),BioMarin,Public,1000-5000,Senior Manufacturing Supervisor,Bachelors or Equivalent,None,Supervise Downstream Gene Therapy Manufacturing,6,125000,N/A (no overtime/salaried),15000,Not Applicable/None,,,6% match ,,6.5,,Nothings ever perfect but so far I love it.
7/10/2023 7:59,United States ,Groton,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Sr. Associate Scientist,Bachelors or Equivalent,None,Protein Science,5,85000,N/A (no overtime/salaried),10000,Not Applicable/None,,,401k match 6%,Yes,3.5,,
7/21/2023 10:39,United States ,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,"Associate Director, R&D Operational Excellence ",Masters or Equivalent,LSS BB,Cross-functional process improvement. No current direct reports.,13,180000,N/A (no overtime/salaried),36000,36000,52000,Company stock. 3yr vest with 50% in year 2 and 50% in year 3,401k 6% match; fully vested after 1yr,"Cigna plans for medical are good. FSA, but no HSA option. I pay $240/month. $200 deductible and $2000 out of pocket max per person. Dental is not great. Eye care is EyeMed and free, but the coverage isn't stellar. ",Have not been long enough to have an annual yearly raise,,
8/11/2023 21:23,United States ,Bay Area,Pharmaceutical (including “big pharma”),Genentech,Public,5000+,Principal scientist,Masters or Equivalent,None,Data scientist,6,205000,N/A (no overtime/salaried),37000,37000,,,10% 401k,1250 towards hsa,3.5,40000,
9/26/2023 10:56,United States ,Bay Area ,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,Sr scientist ,PhD or Equivalent,None,Program lead for two preclinical drugs,6,176000,N/A (no overtime/salaried), 80000-16000,500-1000,,,,,4%,,
10/20/2023 14:40,United States ,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Principal Research Associate ,Masters or Equivalent,None,,3,85000,N/A (no overtime/salaried),8500,Not Applicable/None,,,,,2400,,
10/30/2023 20:08,United States ,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist ,PhD or Equivalent,None,,7,145000,N/A (no overtime/salaried),20000,20000,,RSA ,"5% for free, then 100%match up to 5%",,3,,
10/30/2023 20:43,United States ,Research Triangle ,Pharmaceutical (including “big pharma”),Askbio,Public,200-1000,Research Associate ,Bachelors or Equivalent,None,"Research Associate in upstream process development gene therapy. Conduct small scale, bench scale, and large scale experiments in support of therapeutic programs and tech development.",3,76000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,If put 5% in 401k company matches first 3% then half of next 2% for a max of 4% match,Company provides heath insurance. There is deductible though,3%,0,
11/8/2023 11:50,United States ,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Sr. QA Manager,High School or Equivalent,None,QA Operations - support external gene therapy drug substance manufacturing,11,160000,N/A (no overtime/salaried),29000,"20,000",,,4% 401k,,Have not been long enough to have an annual yearly raise,,
11/18/2023 12:08,United States ,Boston,Pharmaceutical (including “big pharma”),Beam Therapeutics ,Public,200-1000,Senior Research Associate II,Bachelors or Equivalent,None,Manufacturing no direct reports,7,110000,N/A (no overtime/salaried),11000,Not Applicable/None,5000,"Annual RSUs, annual ISOs","401k match, half of 6%","BCBS of MA, Monthly premium for individual is ~$160 including dental and vision. Two deductible options, $500 or $2000 (company puts $1000 towards HSA)",3%,,
12/8/2023 20:15,United States ,Cleveland ,Pharmaceutical (including “big pharma”),Alkermes,Public,1000-5000,Quality Assurance Associate,Bachelors or Equivalent,"ASQ CQA, ASQ CSQP",Supplier Quality,10,90000,N/A (no overtime/salaried),8%,Not Applicable/None,,,401k 100% match up to 5%,Excellent,5%,,
12/15/2023 6:37,United States (Remote),New Jersey,Pharmaceutical (including “big pharma”),Rocket Pharmaceuticals,Public,200-1000,Scientist,Bachelors or Equivalent,None,Quality Control working with external operations / CMC teams and managing QC data from various CMOs,6,105000,N/A (no overtime/salaried),11000,10000,5000,I have around 2000 RSUs and 10000 options on a 3 year vesting cycle,401k match of 4%,Pay $88/month for premium Aetna plan,4000,5000,"Very very busy and a little chaotic. I like the people though and being a medium to small companies there's some nice perks of you're a good worker. I talked my way into going fully remote, get unofficial vacation time after finishing up some big projects, should be receiving big promotion in next 2 weeks."
3/29/2023 0:42,United States ,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Process Development Associate,Bachelors or Equivalent,None,,7,100000,N/A (no overtime/salaried),10000,Not Applicable/None,8000,N/A - not public yet,N/A,Healthcare premiums are covered 100%,Have not been long enough to have an annual yearly raise,,
4/11/2023 14:10,United States ,Research Triangle,Pharmaceutical (including “big pharma”),GSK,Public,5000+,Manager Supply Chain,Masters or Equivalent,"CSCP, CLTD",,14,151000,N/A (no overtime/salaried),27180,25000,15000,None,11% 401k contribution ,,3,,
5/8/2023 14:24,United States ,Boston,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Associate Scientist (R1),Bachelors or Equivalent,None,Associate Scientist - Analytical R&D - characterize mRNA vaccines and mAb,2,70000,N/A (no overtime/salaried),8000,Not Applicable/None,,,401k 4.5% match,,4,,"Great team to work with, but can be monotonous work. 3/5"
10/27/2023 17:10,United States ,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Sr. Principal Scientist,PhD or Equivalent,None,,8,190000,N/A (no overtime/salaried),18%,Not Applicable/None,,$22500 RSU,401k match 6%,,Have not been long enough to have an annual yearly raise,84866,
10/31/2023 15:10,United States ,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Quality Control Associate,Bachelors or Equivalent,None,Perform routine testing for drug product,0,65000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,0,5% match 401k,99% of health insurance premium paid,Have not been long enough to have an annual yearly raise,0,"Poorly managed, changed direction constantly and wasted money. >90% of staff was laid off"
3/29/2023 7:38,United States ,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Senior Manager,Masters or Equivalent,None,,12,155000,N/A (no overtime/salaried),30000,30000,,,5% match,Standard ,Have not been long enough to have an annual yearly raise,,
10/5/2023 3:43,United States ,Bay area ,Pharmaceutical (including “big pharma”),Vaxcyte,Public,200-1000,Associate scientist I,Bachelors or Equivalent,None,,2,85000,N/A (no overtime/salaried),9000,40000,,,,,4,,
10/27/2023 9:09,United States ,Boston,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Senior associate scientist ,Masters or Equivalent,None,Mass spec,4,90000,N/A (no overtime/salaried),5000,Not Applicable/None,5000,,6% match,,5%,,
3/29/2023 2:04,United States ,Boston,Pharmaceutical (including “big pharma”),Abbvie,Private,5000+,Senior Scientist I,PhD or Equivalent,None,,2,134000,N/A (no overtime/salaried),8,Not Applicable/None,7000,Na,6%,,3.5,15000,
3/29/2023 7:13,United States ,"Remote, office based in Bay Area",Pharmaceutical (including “big pharma”),Amgen,Public,5000+,Scientist,Masters or Equivalent,None,,3,142000,N/A (no overtime/salaried),20000,Not Applicable/None,10000,,"10% 401k match. 5% immediate, 5% after 3 years",,4,,
3/29/2023 11:45,United States ,NYC,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Supply Chain Manager,Masters or Equivalent,None,,16,165000,N/A (no overtime/salaried),33000,33000,,Company stocks. 4 year vesting,5% match if contribute 7%. Another 5% core,,3.75%,,Pay is below industry. But WLB is great
3/29/2023 11:48,United States ,New York,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,HVAC Technician III ,High School or Equivalent,None,,15,75500,1.5x,8500,5000,,,10%,,5,,
3/29/2023 16:21,United States ,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Research associate I,Bachelors or Equivalent,None,Discovery,2,90000,N/A (no overtime/salaried),7000,3000,5000,ESPP,3% 401k match,company paid insurances,Have not been long enough to have an annual yearly raise,,
3/29/2023 19:35,United States ,"Los Angeles, CA",Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Regulatory Affairs Manager,Bachelors or Equivalent,None,CMC regulatory affairs,14,110000,N/A (no overtime/salaried),15000,Not Applicable/None,0,LTIs and ESPP,5% 401k match,"Value PPO, 1.5k deductible, anthem",4%,,
3/29/2023 19:58,United States ,Philadelphia,Pharmaceutical (including “big pharma”),J&J,Public,5000+,Sr. Scientist,PhD or Equivalent,None,Biomarker lead,7,156000,N/A (no overtime/salaried),15%,15% LTI,15000,,"3% match vests after 3yr, pension after 5 yr","HDHP, $1000 employer HSA contribution",5.4 (usually 3%),25000,
3/29/2023 22:10,United States ,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist,Masters or Equivalent,None,,15,150000,N/A (no overtime/salaried),15,Not Applicable/None,50000,,,,4,,
3/30/2023 20:44,United States ,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Director,PhD or Equivalent,None,,12,210000,N/A (no overtime/salaried),60000,70000,,,,,4,150000,
3/31/2023 22:11,United States ,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,PhD or Equivalent,None,"R&D, fresh PhD",0,170000,N/A (no overtime/salaried),25000,40000,55000,,$15000 401k match,,7%,100000,
4/12/2023 17:55,United States ,DC,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Director,Masters or Equivalent,None,,8,215000,N/A (no overtime/salaried),54000,75000,0,0,6% 401k,,3,,
4/17/2023 16:10,United States ,Seattle,Pharmaceutical (including “big pharma”),Lyell immunopharma,Public,50-200,Senior Research Associate,Bachelors or Equivalent,None,Senior Research Associate ( equivalent to Sr Process Engineer) in Process Development.  developer cell therapy unit operations and support tech transfer to MFG. ,4,135000,N/A (no overtime/salaried),"13,000","5,500",10000,Option strike price dependent on start date.,Roth 401k 3 %,"Kaiser, 10 dollar copay",6%,10000,"Fairly disorganized, management not supportive of upward mobility.  Roughly 5 weeks PTO a year but fairly limited benefits, salary is higher than I’ve seen at other companies. "
