Timestamp,What country do you work in?,Where is the closest major city or hub?,Where are you located?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of ,Company Detail - Approximate Company Size,Role / Title of current position,What degrees do you have? ,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity/Stock Option,Compensation - Most recent annual yearly raise (%),Compensation - Sign on Bonus Value,Compensation - Sign on Stock/Equity Options,Compensation - Retirement Benefits (free text),Compensation - Retirement Percent Match (free text),Compensation - Healthcare Benefits (free text),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review,"[Optional] Work Life Balance - On average, how many hours do you work per week",Survey Feedback
4/22/2024 17:30:18,,,West Coast (California & Pacific Northwest),Contract Manufacturing Organization,Prefer not to say,Public,1000-5000,Sr. Scientist,Masters or Equivalent,None,Sr. Scientist - manage upstream laboratory support for development of biologics.  Manage 3 junior scientists.,8,137000,N/A (no overtime/salaried),8200,2000,4%,20000,,401k 6% match,,,,,46 - 50,
4/22/2024 17:38:09,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Bristol Myers Squibb,Public,5000+,Scientist,Bachelors or Equivalent,None,,7,116000,N/A (no overtime/salaried),16000,Not Applicable/None,3,,,401k match 6%,,,,,36 - 40,
4/22/2024 17:46:52,,,Switzerland,Industrial Biotech,Prefer not to say,Start-up,1-50,Principal Scientist ,PhD or Equivalent,None,,10,12800,N/A (no overtime/salaried),10000,Not Applicable/None,3,,,Pension,,,,,41 - 45,
4/22/2024 18:50:07,,,"New England (MA, CT, RI, NH, VT, ME)",Contract Manufacturing Organization,Prefer not to say,Private,1-50,Lead scientist ,PhD or Equivalent,None,Head of R&D group at a small biotech,20,165000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,None,,Full family coverage entirely paid by company ,,,41 - 45,
4/22/2024 18:53:47,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Private,1-50,Associate Director,PhD or Equivalent,None,,10,185000,N/A (no overtime/salaried),23125,Not Applicable/None,5,0,"35,000 shares",401k match up to $5k,,100% employee healthcare. 75% family healthcare ,,,,
4/22/2024 19:34:41,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,Sr. Research Associate II,Bachelors or Equivalent,None,"Process development, tech transfer, conjugation chemistry R&D. Moving into a regulatory role in growing company.",3,104000,N/A (no overtime/salaried),10400,Not Applicable/None,4%,,25% of stocks vested after 1st year. Set amount are vested monthly until i reach my fourth year (fully vested),"401k match 1%, no pension.",,"Kaiser platinum plan HMO, 20$ fee w every visit, 75% family coverage, 15,000 TOOP, HSA contributions.",,,Less than 30,"Thank you for adding the additional supplemental questions, and helping provide transparency to the science community!"
4/22/2024 19:37:09,,,"New England (MA, CT, RI, NH, VT, ME)",Medical/Health Devices,Prefer not to say,Public,5000+,Principal Scientis,PhD or Equivalent,None,,20,15,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,3,,,,,Less than 30,
4/22/2024 20:53:20,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Genentech/Roche,Public,5000+,Patient Centered Outcomes Research Scientist,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent, Masters or Equivalent",None,,3,163000,N/A (no overtime/salaried),17000,2000,3%,12500,n/a,401k match,,,,,41 - 45,
4/22/2024 22:06:43,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,1000-5000,Principal Scientist,PhD or Equivalent,None,Principal Scientist R&D,5,185000,N/A (no overtime/salaried),20%,82000,Have not been long enough to have an annual yearly raise,20000,78000,5% 401k match,,,,,46 - 50,
4/23/2024 0:10:38,,,"New England (MA, CT, RI, NH, VT, ME)",Academia/Research/Institution,Broad Institute ,Academia/College/Universities,1000-5000,Computational Associate Ii,Masters or Equivalent,None,,5,90000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,3%,,,,,,
4/23/2024 0:36:42,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,50-200,Scientist/Engineer,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",Engineering degree,Scientist/Engineer,0,155000,N/A (no overtime/salaried),Not Applicable/None,100000,We get monthly CPI adjustments.,,ISOs,4% 401k,,"Good healthcare, vision, everything.",10000,Good,51 - 60,
4/23/2024 1:05:38,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,BMS,Public,5000+,Senior Research Associate ,Bachelors or Equivalent,None,Sr. Research Associate - Gene Delivery PD,4,122000,1.5x base,Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401K,,PPO - $150/paycheck,,,36 - 40,
4/23/2024 10:22:57,,,Canada,Agriculture,Prefer not to say,Academia/College/Universities,50-200,Associate Director,"Masters or Equivalent, PhD or Equivalent",None,,12,101000,N/A (no overtime/salaried),10000,Not Applicable/None,2,,,100% matching pension,,"Full dental, pharma, vision for myself and family. Approx $300/mo cost. Low deductible",,Excellent place to work!,36 - 40,
4/23/2024 10:44:48,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,AbbVie,Public,5000+,Senior Scientist I,PhD or Equivalent,None,,1,138000,N/A (no overtime/salaried),11000,Not Applicable/None,2.78,5000,,401K match up to 6%,,HSA,,,41 - 45,
4/23/2024 11:54:52,,,"DC Metro Area (DC, VA, MD, DE)",Academia/Research/Institution,Prefer not to say,Private,1-50,Scientist ,PhD or Equivalent,None,,9,140000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,"4% match, 401k",,,,,,
4/23/2024 12:29:07,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,Associate Scientist,Masters or Equivalent,Data Science and Coding Certs,"Assay development, drug screens, data analysis",6,100000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,0,8k in options (useless),None,,Blue shield,0,"Chaotic leadership, bad morale and culture, frustrating job",30 - 35,
4/23/2024 14:17:27,,,West Coast (California & Pacific Northwest),Food,Prefer not to say,Start-up,1-50,Senior Process Engineer,Masters or Equivalent,PE,,12,145000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,5000,,"401k offered, but no match",,"100% paid health, dental, vision insurance",,,36 - 40,
4/23/2024 15:39:30,,,Germany,Biotech start-up,Prefer not to say,Start-up,50-200,Associate Principal Scientist,PhD or Equivalent,None,"Associate Principal Scientist - data science with omics data for target ID, biomarker discovery, and small app development",10,100000,As leave time (personal time off),15000,Not Applicable/None,Company/Institution does not have annual yearly raise,,stock options,Pension match up to 250 per month ,,,,4,41 - 45,"Not bad, to the point, but very US focused."
4/23/2024 16:18:14,,,"New England (MA, CT, RI, NH, VT, ME)",Consumables,IDT ,Subsidiary,1000-5000,Territory sales manager ,Masters or Equivalent,None,Sales rep for New England. Sell genomics products to researchers,18,128000,N/A (no overtime/salaried),60000,Not Applicable/None,3%,0,0,6% 401k match,,Comprehensive healthcare options ,Car allowance $750,Excellent company to work for in terms of reputation. Very complicated products and stressful job,46 - 50,Good luck 
4/23/2024 21:51:12,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Alector,Public,200-1000,Research Associate II,Masters or Equivalent,None,iPSC disease modeling ,2,93000,N/A (no overtime/salaried),9300,"$1,200",3,5000,,3% 401k match,,,,great location and culture,41 - 45,
4/24/2024 8:09:03,,,"New England (MA, CT, RI, NH, VT, ME)",Small oncology focused moving to phase 3 ,Tango Therapeutics,Public,50-200,"Manager, QA",Bachelors or Equivalent,None,QA for CMC/ GMP external activities and Systems,9,150000,N/A (no overtime/salaried),22500,20000,3.50%,5000,1750 RSUs and 10500 options,3% 401k match,,contributes half of deductible into HSA,,"good company, lots of events and awards to keep morale high",36 - 40,
4/24/2024 9:38:10,,,West Coast (California & Pacific Northwest),Industrial Biotech,Biomerieux ,Public,5000+,Field applications specialist ,Bachelors or Equivalent,None,Install and train end users on instrument and be an ongoing technical guide ,8,92000,N/A (no overtime/salaried),"30,000",Not Applicable/None,4%,,,401k match 6% ,,,,"After recent reorg, it’s making it hard to want to stay in this role",36 - 40,
4/24/2024 13:57:13,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,BMS,Public,5000+,Director,"Bachelors or Equivalent, PhD or Equivalent",None,,12,240000,N/A (no overtime/salaried),54000,60000,2,,,6% 401K match,,High deductible plan with HSA,,Overall positive. Recent layoffs negatively impacting culture.,46 - 50,
4/24/2024 16:39:30,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,200-1000,Associate Scientist III,Bachelors or Equivalent,None,,5,120000,N/A (no overtime/salaried),16200,Not Applicable/None,Company/Institution does not have annual yearly raise,8000,"9000 shares, $6 excercise price, $18 share price)",6% 401k match up to $7500,,"all paid for, plus up to $1500 HSA by employer",,,36 - 40,
4/24/2024 17:07:33,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,BMS,Public,5000+,Research Operations Specialist,High School or Equivalent,None,Laboratory operations support,2,91000,N/A (no overtime/salaried),7299,15000,3%,,,401k 6% match,,"HSA - Aetna Consumer Choice. $700 annual contribution. $1600 Deductible. Costs $90/mo
Vision - Eyemed. $7.40/mo
Dental - MetLife. $50 individual deductible. $150 family deductible. $2000 max yearly individual benefit. Costs $17/mo",,,36 - 40,
4/24/2024 17:35:14,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,BMS,Public,5000+,Principal Scientist,Masters or Equivalent,None,Preclinical Research biologist,15,155000,N/A (no overtime/salaried),16%,"33,000",3%,0,0,6%,,,,Not great here. Pretty bad actually. Wish I never took this job.,51 - 60,
4/25/2024 0:38:02,,,"DC Metro Area (DC, VA, MD, DE)",Biotech Equipment,Prefer not to say,Start-up,50-200,FAS,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",None,Field App Scientist supporting biotech capital equipment ,5,144000,N/A (no overtime/salaried),25000,Not Applicable/None,3%,0,"7500 shares, pre IPO",401k employee contribution only ,,"PPO, employee covered, portion of family covered",,"Great technology, inexperienced management with strong bias against remote employees",36 - 40,
4/25/2024 5:57:44,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Sanofi,Public,5000+,Senior Research Associate,Bachelors or Equivalent,None,,7,92000,N/A (no overtime/salaried),10%,Not Applicable/None,3%,,,Match 9% if you put in 6,,,,,36 - 40,
4/25/2024 7:13:38,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Vertex,Public,5000+,Director of Architecture ,Bachelors or Equivalent,None,Software engineer and architect managing a team of two to support cloud computing needs for research teams,14,230000,N/A (no overtime/salaried),20000,50000,3%,25000,0,6%,,,,Great company and benefits.. generous vacation time..,41 - 45,
4/25/2024 13:32:22,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Upstream Process Engineer,Bachelors or Equivalent,None,,6,95000,N/A (no overtime/salaried),7%,Not Applicable/None,4%,,,401k match,,,,,41 - 45,
4/25/2024 15:57:42,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Legend Biotech,Public,200-1000,QC Analyst III,"High School or Equivalent, Bachelors or Equivalent",None,,4,99000,N/A (no overtime/salaried),"$8,400","$5,000",4.80%,,,401k match 100% up to 3% then 50% match up to 5%,,,,,36 - 40,
4/25/2024 17:53:24,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Director ,PharmD or Equivalent,None,,10,231000,N/A (no overtime/salaried),50000,50000,3%,,,401k 6% match,,,,,41 - 45,
4/25/2024 18:56:21,,,West Coast (California & Pacific Northwest),Medical/Health Devices,PROCEPT BIOROBOTICS,Public,200-1000,Systems engineer ,High School or Equivalent,Comptia a+,,9,97000,N/A (no overtime/salaried),9700,20000,2,,,401k match,,,,Great!,30 - 35,
4/25/2024 20:40:22,,,Argentine,Academia/Research/Institution,CONICET,Academia/College/Universities,5000+,Phd student,Bachelors or Equivalent,None,,3,9600,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,0,0,0%,,health insurance,0,,41 - 45,good
4/25/2024 23:41:58,,,"New England (MA, CT, RI, NH, VT, ME)",Oncology,Prefer not to say,Start-up,1-50,Executive assistant,Bachelors or Equivalent,None,,18,151000,N/A (no overtime/salaried),"$15,000",Not Applicable/None,3%,10000,15000 shares,None,,Health and dental premium with BCBS employee pays only 10%.  HSA funded $5000 each year ,,,Less than 30,
4/26/2024 1:07:10,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,200-1000,Research Associate II,Bachelors or Equivalent,None,"DMPK RA, Run and Develop Bioanalytical Methods",3,91900,N/A (no overtime/salaried),10% Base Salary,"10,000",3%,5000,,"401K match 50% tell 14,000$",,Good Benefits,,Good place to grow,30 - 35,Good!
4/26/2024 1:19:15,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,1000-5000,Senior Director Bioanalysis,PhD or Equivalent,None,Senior Director of Bioanalytical - direct internal and external bioanalytical development supporting discovery to early stage clinical research,25,280000,N/A (no overtime/salaried),25% of base ,RSU/options,2%,,RSU and option grant,401k match at 4%,,,,Good company - crazy and dangerously ambitious.  Scary Damn the Torpedos!  Full Speed Ahead philosophy.,51 - 60,
4/26/2024 1:42:57,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Contract Manufacturing Organization,Prefer not to say,Private,1000-5000,Manufacturing Associate,Associate’s Degree or Equivalent,None,Downstream MFG Tech,6,85000,1.5x,up to 5% base (received 2.4% in 2024 for 2023 end of year),Not Applicable/None,2%,,,401k match 6%,,,5000,,41 - 45,
4/26/2024 9:09:25,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Contract Manufacturing Organization,Prefer not to say,Private,200-1000,Associate Scientist I,Bachelors or Equivalent,None,Associate Scientist I - performs laboratory work related to analytical testing and method development in support of contract pharmaceuticals,2,52000,1.5 base ,Not Applicable/None,Not Applicable/None,2.50%,3000,,401k match 5 %,,,,3.5/5 fine for a first job. Very competitive and metrics driven. Poor middle management. ,41 - 45,
4/26/2024 10:49:51,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Big Pharmaceuticals,Alcami Corporation,Private,200-1000,Associate Scientist II,Bachelors or Equivalent,None,"Associate Scientist II - 2 years of CDMO experience, perform routine and stability testing, some validation work.",2,57000,2x base,1100,Not Applicable/None,4,3000,,Match 6% 401k,,,,3/5,41 - 45,
4/26/2024 11:09:05,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,senior manager,Bachelors or Equivalent,None,"Senior Manager, Analytics",4,150000,N/A (no overtime/salaried),24000,15000,3,15000,0,6% match 401k,,350 for individual hsa contribution on company's behalf,,,36 - 40,
4/26/2024 13:45:55,,,West Coast (California & Pacific Northwest),Philanthropy,Prefer not to say,Public,1000-5000,Research Scientist,"Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",None,Generating predictive models for disease understanding and informing portfolio development,6,198000,1.5 base,Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401 k,,,,,36 - 40,
4/27/2024 0:19:15,,,"South & Mountain West (TX to AZ, North to MT)",Biotech Equipment,ThermoFisherScientific,Public,5000+,Product Manager,PhD or Equivalent,None,software product management,5,120000,N/A (no overtime/salaried),10%,Not Applicable/None,2%,,,6% 401K match,,,,,46 - 50,
4/27/2024 2:15:10,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Merck,Public,5000+,Sr. Specialist (P/R3),"High School or Equivalent, Bachelors or Equivalent",None,Automation Engineer,7,128000,"First 4 hours over 40 are comp time, after that it's 15?/hr but overtime has to be approved for FTE/non contract. ",13%,~10% of P/R3 receive $12000 vested over 3 years,4%,0,0,4.5% Salary into a Pension (3 year vest) 75% match of first 6% of Salary AND bonus to 401k,,"Dental Plan (12/month for one person), vision (16/month for one person), FSA, BCBS NJ PPO w/ $500 deductible",10000,"Good company overall. Benefits are at the top of industry (16 weeks pat/maternity leave. 11 federal holidays, 4 shutdown days 26 vacation days.). Business Processes can be overly cumbersome at times, and promotions are hard to get (easier to switch jobs for a promotion than getting promoted in place). Each site has a wildly different culture. ",36 - 40,"Need fields for Vacation, and tertiary compensation (ie bravo points)"
